premise,hypothesis,true_label,predicted_label,word_overlap,categories,has_negation
A young woman sits crosslegged beside her purse on the grass among a crowd of dogs.,The dogs are standing around a crosslegged woman on the grass.,entailment,contradiction,50.00%,false_contradiction,False
A surfer wearing a red shirt takes on a huge blue wave.,Surfer wipes out on large wave.,contradiction,neutral,50.00%,other,False
A young child is enjoying the water and rock scenery with their dog.,The child and dog are hoping for some ice cream later.,neutral,contradiction,27.27%,quantifier,False
A man is cooking pies in the oven.,The man cooking has oven mits on.,neutral,entailment,42.86%,false_entailment,False
A woman is tugging on a white sheet and laughing,The woman is changing the sheets on her bed.,neutral,contradiction,37.50%,other,False
A woman is tugging on a white sheet and laughing,The woman is trying on a new dress.,contradiction,neutral,50.00%,other,False
There is not an image here.,There is only a single color displayed instead of an image.,neutral,entailment,27.27%,"negation, false_entailment",True
A happy little girl rides on the merry-go-round.,the girl rode the horse on the ride,neutral,contradiction,50.00%,other,False
The woman in the blue skirt is sleeping on a cardboard box under a picture of Mary and baby Jesus.,A homeless woman sleeps under the protective gaze of the Blessed Mother.,entailment,neutral,45.45%,missed_entailment,False
There are three colorful boats with a person sitting in the middle one.,There is a dance party on the boat.,contradiction,neutral,37.50%,other,False
Two men with fake mustaches are dressed like archaeologist explorers.,Two actors dress to play a part in a neighborhood theater play.,neutral,contradiction,9.09%,low_overlap,False
A blond woman is holding 2 golf balls while reaching down into a golf hole.,The blonde woman is playing golf.,neutral,entailment,33.33%,false_entailment,False
Two dogs shaking themselves dry on the sand.,Two dogs shake off water to get dry.,entailment,neutral,25.00%,missed_entailment,False
A man reading the paper at a cafe.,A man reading the paper while drinking cafe.,entailment,neutral,75.00%,"high_overlap, missed_entailment",False
A man reading the paper at a cafe.,A man starring at a piece of paper.,entailment,neutral,42.86%,missed_entailment,False
A police officer standing on a train.,A cop is handcuffing someone.,neutral,contradiction,20.00%,other,False
A brown dog with a blue muzzle is running on green grass.,A dog is wearing a green muzzle on blue grass.,contradiction,entailment,88.89%,"high_overlap, missed_contradiction",False
A male construction worker hammers a nail.,A construction worker drives the nail into the kitchen wall.,neutral,contradiction,33.33%,other,False
A male construction worker hammers a nail.,A construction worker drives into a nail.,entailment,contradiction,66.67%,false_contradiction,False
Water polo swimmers competing for a loose ball.,A group of water polo swimmers swimming together in the pool.,entailment,neutral,36.36%,missed_entailment,False
A girl in a flower dress is running on sand.,The girl is wearing a green striped dress.,contradiction,neutral,37.50%,other,False
"Male volleyball players in red attempt to score on the other team, lighter red.",Volleyball players in red are beating the other team.,neutral,entailment,66.67%,false_entailment,False
"There is a woman throwing daggers at a target, which is a carrot.",A woman with athletic ability is targeting carrots with blades.,neutral,entailment,33.33%,false_entailment,False
a group of people riding bikes in a marathon as people line the street.,The people riding bikes are running from the police.,contradiction,neutral,50.00%,other,False
A person on a boat by the shore.,He is sleeping on the boat.,neutral,contradiction,33.33%,other,False
Two boys in green and white uniforms play basketball with two boys in blue and white uniforms.,Two different teams are playing basketball.,entailment,neutral,16.67%,"low_overlap, missed_entailment",False
A Korean gentlemen kicks up his leg.,A person is dancing.,neutral,contradiction,25.00%,short_hypothesis,False
A Korean gentlemen kicks up his leg.,A person stands on two feet.,contradiction,entailment,16.67%,"low_overlap, missed_contradiction",False
Graffiti on the side of an Asian warehouse.,Letters on a building.,neutral,entailment,25.00%,"short_hypothesis, false_entailment",False
"A brunette baby wearing a red and gray striped shirt, jeans, and a bib with fruit characters on it is sitting on a decorative blanket.",Fruit characters decorate this child's bib,entailment,neutral,50.00%,missed_entailment,False
A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle.,The person is wearing black.,neutral,contradiction,60.00%,other,False
Three hockey players are in the middle of a play.,the bird is red,contradiction,neutral,25.00%,short_hypothesis,False
A large man dressed in black on a street corner by a red brick building.,A man got shot on the street corner.,contradiction,neutral,50.00%,other,False
An audience cheers at a concert.,An audience making noise at a Weezer concert.,neutral,entailment,62.50%,"negation, false_entailment",True
"A girl dressed in a pink shirt, jeans, and flip-flops sitting down playing with a lollipop machine.",A person in a shirt,neutral,entailment,50.00%,false_entailment,False
A boy with a basketballs glowers at the camera.,The boy is smiling,contradiction,neutral,50.00%,short_hypothesis,False
A boy with a basketballs glowers at the camera.,The boy scowls,entailment,contradiction,66.67%,"short_hypothesis, false_contradiction",False
A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is making the crowd laugh.,neutral,contradiction,33.33%,other,False
4 people are lying down stacked on top of one another on a white sheet placed on the ground.,4 people piled up on each other on top of a white sheet.,entailment,contradiction,58.33%,"negation, quantifier, false_contradiction",True
A jockey in blue gallops a chestnut horse on a dirt track past a wooden fence.,A jockey races his horse,neutral,entailment,60.00%,false_entailment,False
A man in a gray sweatshirt and blue jeans is pulling on a rope while a guy in a white shirt and black jeans watches him.,the two men were pulling on the rope,contradiction,entailment,42.86%,missed_contradiction,False
A man in a gray sweatshirt and blue jeans is pulling on a rope while a guy in a white shirt and black jeans watches him.,the man in the ray sweatshirt was pulling on a rope,entailment,contradiction,70.00%,false_contradiction,False
Riot police are standing in the background while a young man with a red scarf covering his face is walking.,there was a riot,neutral,entailment,50.00%,"short_hypothesis, false_entailment",False
A young woman tennis player dressed in black carries many tennis balls on her racket.,Ayoung woman dressed in black to play tenni.s,entailment,neutral,50.00%,"quantifier, missed_entailment",False
"Boy, of age approximately 10 years old, lunging into pristine pool on hot summer day.",The boy is at a country club with his parents.,neutral,contradiction,0.00%,low_overlap,False
